識別番号,頻出度,分野,頁,正誤1,問題番号,文章,漢字,読み,送り仮名,補足
886,A,e書き取り,①,x,10,鍔迫り合いの接戦をものにする。,鍔,つば,,
887,A,e書き取り,①,x,11,窪みに接着剤を注入する。,窪,くぼ,み,
888,A,e書き取り,①,x,12,満面に笑みを湛えて妻を迎える。,湛,たた,える,
889,A,e書き取り,①,x,13,将棋が上達する秘訣を教わる。,秘訣,ひけつ,,
890,A,e書き取り,①,,14,鰐口を打ち鳴らす。,鰐,わに,,
891,A,e書き取り,①,x,15,灼熱地獄のような暑さだ。,灼熱,しゃくねつ,,
892,A,e書き取り,①,x,16,酒色に耽溺する自堕落な生活だ。,耽溺,たんでき,,
893,A,e書き取り,①,x,17,仏壇の位牌のほこりを払う。,位牌,いはい,,
894,A,e書き取り,①,x,18,瑠璃色の海に囲まれた島を訪れる。,瑠璃,るり,,
895,A,e書き取り,①,,19,彼の収入は桁が一つ違う。,桁,けた,,
896,A,e書き取り,①,,20,紺碧の空に白い雲がうかぶ。,紺碧,こんぺき,,
897,A,e書き取り,①,x,21,この計画の理念を把捉する。,把捉,はそく,,
898,A,e書き取り,①,x,22,冴えた弁舌で聴衆を魅了した。,冴,さ,える,
899,A,e書き取り,①,,23,脊椎の歪みを矯正する。,脊椎,せきつい,,
900,A,e書き取り,①,,24,たまったほこりを叩く。,叩,はた,く,
901,A,e書き取り,①,,25,戦も終わり痩躯を横たえる。,痩躯,そうく,,
902,A,e書き取り,①,x,26,古本などを売り糊口の資を得る。,糊口,ここう,,
903,A,e書き取り,①,,27,横領高官に鉄槌を下す。,鉄槌,てっつい,,
904,A,e書き取り,①,,28,麓の町には母が住んでいる。,麓,ふもと,,
905,A,e書き取り,①,,29,深い眠りから覚醒する。,覚醒,かくせい,,
906,A,e書き取り,①,,30,ごみで雨樋が詰まった。,雨樋,あまどい,,
907,A,e書き取り,①,x,31,西の空に雲が揺曳している。,揺曳,ようえい,,
908,A,e書き取り,①,,32,長良川の鵜飼いは有名だ。,鵜,う,,
909,A,e書き取り,①,,33,腎臓は老廃物を尿として出す。,腎臓,じんぞう,,
910,A,e書き取り,①,,34,おばさんにお菓子を貰った。,貰,もら,い,
911,A,e書き取り,①,x,35,この童話は政治的寓意を含む。,寓意,ぐうい,,
912,A,e書き取り,①,,36,迎えにくる手筈になっている。,手筈,てはず,,
913,A,e書き取り,①,x,37,トラブルの顚末を説明する。,顚末,てんまつ,,
914,A,e書き取り,①,x,38,機密の漏洩が問題となった。,漏洩,ろうえい,,
915,A,e書き取り,①,x,39,歳末の町は非常な賑わいだった。,賑,にぎ,わう,
916,A,e書き取り,①,,40,人のことを詮索するな。,詮索,せんさく,,
917,A,e書き取り,①,x,41,不信感が蔓延する。,蔓延,まんえん,,
918,A,e書き取り,①,x,42,些事から争いに発展する。,些事,さじ,,
919,A,e書き取り,①,,43,皆の前で叱責される。,叱責,しっせき,,
920,A,e書き取り,①,x,44,前年の成績を凌駕できた。,凌駕,りょうが,,
921,A,e書き取り,①,,45,思い出を肴に一杯やる。,肴,さかな,,
922,A,e書き取り,①,x,46,台風に備えて土嚢を積む。,土嚢,どのう,,
923,A,e書き取り,①,x,47,怨恨による犯罪が続く。,怨恨,えんこん,,
924,A,e書き取り,①,,48,閃光とともに雷鳴が轟いた。,閃光,せんこう,,
925,A,e書き取り,①,,49,野山に霞が棚引く。,霞,かすみ,,
926,A,e書き取り,①,,50,狭いので内裏雛だけ飾る。,内裏雛,だいりびな,,
927,A,e書き取り,①,,51,外資の餌食になるだけだ。,餌食,えじき,,
928,A,e書き取り,①,,52,諦め切れない夢がある。,諦,あきら,,
929,A,e書き取り,①,,53,物言いが神経を逆撫でする。,逆撫,さかな,で,
930,A,e書き取り,①,x,54,最後通牒を突き付ける。,通牒,つうちょう,,
931,A,e書き取り,①,x,55,髪に櫛を入れる。,櫛,くし,,
932,A,e書き取り,①,,56,手土産に煎餅を持参する。,煎餅,せんべい,,
933,A,e書き取り,②,,1,反乱の首魁を突き止める。,首魁,しゅかい,,
934,A,e書き取り,②,,2,宿敵との鍔迫り合いを制した。,鍔,つば,,
935,A,e書き取り,②,,3,俄に篠突く雨が降り注いだ。,篠突,しのつ,く,
936,A,e書き取り,②,x,4,理不尽な苛めに悩まされる。,苛,いじ,める,
937,A,e書き取り,②,,5,眉間にしわをよせる。,眉間,みけん,,
938,A,e書き取り,②,x,6,難攻不落の城を前に攻め倦む。,倦,あぐ,む,
939,A,e書き取り,②,x,7,宴席の酒肴を用意する。,酒肴,しゅこう,,
940,A,e書き取り,②,x,8,情報が錯綜して実態が不明だ。,錯綜,さくそう,,
941,A,e書き取り,②,x,9,神輿を担いだ行列が町内を巡る。,神輿,みこし,,
942,A,e書き取り,②,x,10,就職を斡旋してもらう。,斡旋,あっせん,,
943,A,e書き取り,②,,11,困難にも怯む様子を見せない。,怯,ひる,む,
944,A,e書き取り,②,x,12,小鳥が草むらにいる虫を啄む。,啄,ついば,む,
945,A,e書き取り,②,,13,画用紙に螺旋状の模様を描く。,螺旋,らせん,,
946,A,e書き取り,②,,14,雌蕊を人工的に受粉させる。,雌蕊,めしべ,,
947,A,e書き取り,②,,15,便利な都会生活に憧れる。,憧,あこが,れる,
948,A,e書き取り,②,,16,美術品を厳重に梱包する。,梱包,こんぽう,,
949,A,e書き取り,②,,17,日雇いの仕事で口を糊する。,糊,のり,,
950,A,e書き取り,②,x,18,夕暮れ時に空が茜色に染まる。,茜,あかね,,
951,A,e書き取り,②,,19,首位を争って三つ巴の戦いだ。,巴,ともえ,,
952,A,e書き取り,②,,20,白樺の林の中で森林浴をする。,白樺,しらかば,,
953,A,e書き取り,②,x,21,瀕死の被害者を救出した。,瀕死,ひんし,,
954,A,e書き取り,②,x,22,両者を天秤にかける。,天秤,てんびん,,
955,A,e書き取り,②,,23,乳製品から蛋白質をとる。,蛋白,たんぱく,,
956,A,e書き取り,②,x,24,恰幅の良い男が社長に就いた。,恰幅,かっぷく,,
957,A,e書き取り,②,,25,誰の意見にも相槌を打つ。,相槌,あいづち,,
958,A,e書き取り,②,,26,埴輪を見て古代を思う。,埴輪,はにわ,,
959,A,e書き取り,②,x,27,小さな出来事に尾鰭がついた。,尾鰭,おひれ,,
960,A,e書き取り,②,,28,役者が顔に隈取りを描く。,隈取,くまど,り,
961,A,e書き取り,②,x,29,かつて麒麟児と呼ばれていた。,麒麟,きりん,,
962,A,e書き取り,②,,30,無事の知らせに安堵する。,安堵,あんど,,
963,A,e書き取り,②,x,31,死屍に鞭打つ所業に非難が集まる。,死屍,しし,,
964,A,e書き取り,②,x,32,大観衆で立錐の余地もない。,立錐,りっすい,,
965,A,e書き取り,②,x,33,何をするにも億劫だ。,億劫,おっくう,,
966,A,e書き取り,②,,34,試合中に脱臼していた。,脱臼,だっきゅう,,
967,A,e書き取り,②,x,35,転んだだけで入院とは大袈裟だ。,大袈裟,おおげさ,,
968,A,e書き取り,②,,36,陰暦の四月を卯月という。,卯,う,,
969,A,e書き取り,②,,37,脇目と実情は違うものだ。,脇目,わきめ,,
970,A,e書き取り,②,x,38,子を三人儲けた。,儲,もう,ける,
971,A,e書き取り,②,,39,いたずらに歳月が費える。,費,つい,える,
972,A,e書き取り,②,x,40,暴君が栄耀の限りを尽くす。,栄耀,えいよう,,
973,A,e書き取り,②,,41,粗酒粗餐をふるまう。,餐,さん,,
974,A,e書き取り,②,,42,酒や女遊びに耽溺する。,耽溺,たんでき,,
975,A,e書き取り,②,,43,迷妄から覚醒する。,覚醒,かくせい,,
976,A,e書き取り,②,x,44,肝心なことになると惚ける。,惚,とぼ,ける,
977,A,e書き取り,②,x,45,あの会社は気息奄奄だ。,奄奄,えんえん,,
978,A,e書き取り,②,x,46,想定外の難問に逢着した。,逢着,ほうちゃく,,
979,A,e書き取り,②,x,47,運悪く山中で匪賊に遭う。,匪賊,ひぞく,,
980,A,e書き取り,②,,48,卑俗な言動に非難が集まる。,卑俗,ひぞく,,
981,A,e書き取り,②,,49,発癌性物質を研究する。,発癌,はつがん,,
982,A,e書き取り,②,x,50,華燭の宴に招待される。,華燭,かしょく,,
983,A,e書き取り,②,,51,力の限り弓の弦を引いた。,弦,つる,,
984,A,e書き取り,②,x,52,鉄に穿孔機で穴をあける。,穿孔,せんこう,,
985,A,e書き取り,②,,53,胆嚢が炎症をおこし痛む。,胆嚢,たんのう,,
986,A,e書き取り,②,,54,遥遥カナダからやってきた。,遥遥,はるばる,,
987,A,e書き取り,②,x,55,竹でできた菜箸を使っている。,菜箸,さいばし,,
988,A,e書き取り,②,,56,鍵盤楽器が得意だ。,鍵盤,けんばん,,
989,A,e書き取り,③,,1,大学で哲学の教鞭を執る。,教鞭,きょうべん,,
990,A,e書き取り,③,x,2,薪を得るために裏山で木を樵る。,樵,こ,る,
991,A,e書き取り,③,,3,墨痕鮮やかに「新春」と書いた。,墨痕,ぼっこん,,
992,A,e書き取り,③,x,4,余禄の多い仕事に恵まれる。,余禄,よろく,,
993,A,e書き取り,③,,5,野生生物が絶滅の危機に瀕する。,瀕,ひん,する,
994,A,e書き取り,③,x,6,父の威光を笠に着て威張る。,笠,かさ,,
995,A,e書き取り,③,,7,脆くも二回戦で敗れた。,脆,もろ,い,
996,A,e書き取り,③,,8,叩けば埃の出る人物だ。,叩,たた,く,
997,A,e書き取り,③,,9,菩提樹の下で雨宿りをする。,菩提樹,ぼだいじゅ,,
998,A,e書き取り,③,,10,銀行からの借金を皆済する。,皆済,かいさい,,
999,A,e書き取り,③,,11,野菜が蕩けるまで煮込む。,蕩,とろ,ける,
1000,A,e書き取り,③,x,12,年末は出費が嵩む。,嵩,かさ,む,
1001,A,e書き取り,③,x,13,奇矯な振る舞いに困惑する。,奇矯,ききょう,,
1002,A,e書き取り,③,,14,社会の秩序が攪乱される。,攪乱,かくらん,,
1003,A,e書き取り,③,,15,自由主義の萌芽といえる政策だ。,萌芽,ほうが,,
1004,A,e書き取り,③,x,16,どうぞご憐察ください。,憐察,れんさつ,,
1005,A,e書き取り,③,,17,レバーと韮をいためる。,韮,にら,,
1006,A,e書き取り,③,x,18,川の水を引いて灌漑する。,灌漑,かんがい,,
1007,A,e書き取り,③,x,19,難しい資格を取って箔をつける。,箔,はく,,
1008,A,e書き取り,③,x,20,漕艇場でボートの練習をする。,漕艇,そうてい,,
1009,A,e書き取り,③,,21,検査で胃に癌腫が見つかる。,癌腫,がんしゅ,,
1010,A,e書き取り,③,,22,田舎から林檎が届いた。,林檎,りんご,,
1011,A,e書き取り,③,,23,覚える気もなく匙を投げる。,匙,さじ,,
1012,A,e書き取り,③,,24,テレビは社会の木鐸だろうか。,木鐸,ぼくたく,,
1013,A,e書き取り,③,x,25,山の稜線がはっきり見える。,稜線,りょうせん,,
1014,A,e書き取り,③,x,26,身を挺してゴールを守る。,挺,てい,する,
1015,A,e書き取り,③,,27,格子縞のシャツがよく似合う。,格子縞,こうしじま,,
1016,A,e書き取り,③,x,28,人を陥れる唾棄すべき男だ。,唾棄,だき,,
1017,A,e書き取り,③,,29,相手の作戦に翻弄される。,翻弄,ほんろう,,
1018,A,e書き取り,③,,30,提案は一蹴された。,一蹴,いっしゅう,,
1019,A,e書き取り,③,,31,はがきを投函する。,投函,とうかん,,
1020,A,e書き取り,③,,32,捻挫で大会出場を諦める。,捻挫,ねんざ,,
1021,A,e書き取り,③,x,33,早蕨を取りにいく。,早蕨,さわらび,,
1022,A,e書き取り,③,,34,家のテーブルは楕円形だ。,楕円,だえん,,
1023,A,e書き取り,③,x,35,名のある選手に伍して戦う。,伍,ご,する,
1024,A,e書き取り,③,,36,日本酒より焼酎が好きだ。,焼酎,しょうちゅう,,
1025,A,e書き取り,③,x,37,虹鱒の群れが渓流を泳ぐ。,虹鱒,にじます,,
1026,A,e書き取り,③,,38,師匠と太い紐帯で結ばれる。,紐帯,ちゅうたい,,
1027,A,e書き取り,③,,39,カメラにフィルムを装填する。,装填,そうてん,,
1028,A,e書き取り,③,,40,失敗する筈がない。,筈,はず,,
1029,A,e書き取り,③,x,41,夏でも鍾乳洞は涼しい。,鍾乳洞,しょうにゅうどう,,
1030,A,e書き取り,③,x,42,憎悪が事件を惹起した。,惹起,じゃっき,,
1031,A,e書き取り,③,x,43,長雨で水嵩が増した。,水嵩,みずかさ,,
1032,A,e書き取り,③,,44,改革派の急先鋒となる。,先鋒,せんぽう,,
1033,A,e書き取り,③,,45,祖母は患部に膏薬を貼った。,膏薬,こうやく,,
1034,A,e書き取り,③,,46,政治学を専攻する。,専攻,せんこう,,
1035,A,e書き取り,③,x,47,失政を糊塗するのに必死だ。,糊塗,こと,,
1036,A,e書き取り,③,x,48,雄大な自然を堪能した。,堪能,たんのう,,
1037,A,e書き取り,③,,49,毅然たる態度で事に臨む。,毅然,きぜん,,
1038,A,e書き取り,③,x,50,強欲な創業者の走狗となる。,走狗,そうく,,
1039,A,e書き取り,③,x,51,日頃の鬱憤を全て吐き出す。,鬱憤,うっぷん,,
1040,A,e書き取り,③,x,52,甲斐性のない息子を不安がる。,甲斐性,かいしょう,,
1041,A,e書き取り,③,x,53,毎朝化膿止めの薬を飲む。,化膿,かのう,,
1042,A,e書き取り,③,x,54,扮装が下手でばれてしまった。,扮装,ふんそう,,
1043,A,e書き取り,③,,55,鶏肉を串に刺す。,串,くし,,
1044,A,e書き取り,③,x,56,真贋論争に終止符を打つ。,真贋,しんがん,,
1045,A,e書き取り,④,,1,草木を原料にして和紙を漉く。,漉,す,く,
1046,A,e書き取り,④,,2,反対運動の急先鋒に立つ。,急先鋒,きゅうせんぽう,,
1047,A,e書き取り,④,,3,全国を制し故郷に凱旋した。,凱旋,がいせん,,
1048,A,e書き取り,④,,4,色鮮やかな緋鯉が池で泳ぐ。,緋鯉,ひごい,,
1049,A,e書き取り,④,x,5,人生経験を重ね圭角が取れた。,圭角,けいかく,,
1050,A,e書き取り,④,,6,癌の治療薬を開発する。,癌,がん,,
1051,A,e書き取り,④,x,7,友誼に厚く部下に慕われる。,友誼,ゆうぎ,,
1052,A,e書き取り,④,x,8,親を蔑ろにしてはいけない。,蔑,ないがし,ろ,
1053,A,e書き取り,④,,9,費用が嵩んで予算枠を超えた。,嵩,かさ,む,
1054,A,e書き取り,④,,10,機密の漏洩を防ぐ。,漏洩,ろうえい,,
1055,A,e書き取り,④,,11,雌蕊を顕微鏡で観察する。,雌蕊,めしべ,,
1056,A,e書き取り,④,,12,鰐革のハンドバッグを購入した。,鰐,わに,,
1057,A,e書き取り,④,,13,書斎は螺旋階段を上がった右側だ。,螺旋,らせん,,
1058,A,e書き取り,④,x,14,畑の草を薙いだ。,薙,な,ぐ,
1059,A,e書き取り,④,,15,商店街が往時の賑わいを取り戻す。,賑,にぎ,わう,
1060,A,e書き取り,④,,16,他人の過去を詮索する。,詮索,せんさく,,
1061,A,e書き取り,④,,17,相手の卑劣な行為を罵倒する。,罵倒,ばとう,,
1062,A,e書き取り,④,,18,学芸会で王様に扮する。,扮,ふん,する,
1063,A,e書き取り,④,,19,酒肴を用意して来客を待つ。,酒肴,しゅこう,,
1064,A,e書き取り,④,,20,宮中の晩餐会に臨席する。,晩餐,ばんさん,,
1065,A,e書き取り,④,,21,二日酔いで顔色が冴えない。,冴,さ,える,
1066,A,e書き取り,④,,22,灼熱の太陽に身を晒す。,灼熱,しゃくねつ,,
1067,A,e書き取り,④,x,23,策を弄して試合に勝った。,弄,ろう,する,
1068,A,e書き取り,④,,24,呂律が回らないほど酔っぱらった。,呂律,ろれつ,,
1069,A,e書き取り,④,,25,麒麟は想像上の動物だ。,麒麟,きりん,,
1070,A,e書き取り,④,,26,ひとりで気儘な旅を続けた。,気儘,きまま,,
1071,A,e書き取り,④,,27,ルイ十四世は栄耀を極めた。,栄耀,えいよう,,
1072,A,e書き取り,④,,28,西方から農業が伝播した。,伝播,でんぱ,,
1073,A,e書き取り,④,,29,不用意な一言が憎しみを煽った。,煽,あお,る,
1074,A,e書き取り,④,,30,お土産に蒲鉾を頂く。,蒲鉾,かまぼこ,,
1075,A,e書き取り,④,,31,小屋の蠟燭に火を灯す。,蠟燭,ろうそく,,
1076,A,e書き取り,④,x,32,盛り塩を鷲摑みにして土俵にまく。,鷲摑,わしづか,み,
1077,A,e書き取り,④,,33,急な勾配を利用して建てる。,勾配,こうばい,,
1078,A,e書き取り,④,x,34,煤けた外壁を塗り替える。,煤,すす,ける,
1079,A,e書き取り,④,x,35,勝利の凱歌を揚げる。,凱歌,がいか,,
1080,A,e書き取り,④,x,36,箆を使って漆を塗る。,箆,へら,,
1081,A,e書き取り,④,,37,旺盛な好奇心が彼女の長所だ。,旺盛,おうせい,,
1082,A,e書き取り,④,x,38,親を亡くした子どもを庇護する。,庇護,ひご,,
1083,A,e書き取り,④,,39,よき伴侶に恵まれる。,伴侶,はんりょ,,
1084,A,e書き取り,④,,40,柑橘系のコロンをつける。,柑橘,かんきつ,,
1085,A,e書き取り,④,x,41,多くの海賊が海の藻屑となった。,藻屑,もくず,,
1086,A,e書き取り,④,x,42,このくせ毛は隔世遺伝だ。,隔世,かくせい,,
1087,A,e書き取り,④,,43,母は賭事がとても嫌いだ。,賭,かけ,,
1088,A,e書き取り,④,x,44,庭に草木が蔓る。,蔓,はびこ,る,
1089,A,e書き取り,④,x,45,勝利を掌中にする。,掌中,しょうちゅう,,
1090,A,e書き取り,④,,46,大発見で一躍世界に名を馳せる。,馳,は,せる,
1091,A,e書き取り,④,x,47,風呂を焚いたから入りなさい。,焚,た,く,
1092,A,e書き取り,④,x,48,仕事と遊びを峻別して働く。,峻別,しゅんべつ,,
1093,A,e書き取り,④,x,49,口封じに金の轡をはめる。,轡,くつわ,,
1094,A,e書き取り,④,x,50,作家として時代の寵児となる。,寵児,ちょうじ,,
1095,A,e書き取り,④,x,51,一個の利鞘は小さい。,利鞘,りざい,,
1096,A,e書き取り,④,,52,公園の菩提樹の花が咲いた。,菩提,ぼだい,,
1097,A,e書き取り,④,x,53,湿疹ができて背中がかゆい。,湿疹,しっしん,,
